Food_Item,Category,Carbohydrates_g,Protein_g,Fat_g,Fiber_g,Calories,Total_Macros_g,Carbs_Protein_Ratio,Calorie_Density_Label
Confipote Confiture Allégée En Sucres Pot Abricot 350G,Jam,38.0,0.6,0.5,0.9,160.0,39.1,63.33227779537008,Medium
Gelée De Coing,Jam,59.0,0.2,0.1,1.0,240.0,59.300000000000004,294.9852507374631,Medium
Myrtille,Jam,51.0,0.5,0.5,0.0,213.0,52.0,101.9979600407992,Medium
"Bonne Maman - French Strawberry & Wild Strawberry Jam, 370G (13Oz)",Jam,59.0,0.4,0.1,0.0,241.0,59.5,147.49631259218518,Medium
Confiture De Myrtilles,Jam,60.0,0.5,0.5,2.7,249.0,61.0,119.99760004799906,Medium
Confiture De Fraise Allégée En Sucres,Jam,39.9,0.4,0.5,1.1,162.0,40.8,99.74750631234218,Medium
Emotion,Jam,39.0,0.0,0.0,1.9,164.0,39.0,3899999.9999999995,Medium
Organic Strawberry Jam,Jam,35.1,0.7,0.3,3.7,158.0,36.1,50.142140826559626,Medium
Feketeáfonya Extradzsem,Jam,57.6,0.1,0.3,1.3,238.0,58.0,575.9424057594241,Medium
Mixed Fruit Jam,Jam,70.5,0.3,0.1,0.7,285.3,70.89999999999999,234.99216692776906,Medium
"Confiture Framboise 65% De Fruits, 320G",Jam,40.0,0.8,0.5,3.3,172.0,41.3,49.999375007812404,Medium
Strawberry Fruit Spread,Jam,50.0,0.0,0.0,0.0,200.0,50.0,5000000.0,Medium
Meruňkový Džem,Jam,58.0,0.3,0.02,1.2,240.0,58.32,193.32688910369654,Medium
Confiture Myrtilles,Jam,39.0,0.4,0.2,1.5,162.0,39.6,97.49756256093598,Medium
Diet Arándanos Y Frambuesas,Jam,12.2,0.5,0.3,2.9,46.0,13.0,24.399512009759807,Low
Confiture Fraises,Jam,59.0,0.4,0.1,1.2,241.0,59.5,147.49631259218518,Medium
Confiture Extra De Myrtilles 50% Fruits - Bio,Jam,60.0,0.1,0.1,1.7,244.7,60.2,599.9400059994,Medium
Bonne Maman Strawberry And Wild Strawberry 370G,Jam,59.0,0.4,0.1,0.0,241.0,59.5,147.49631259218518,Medium
Mermelada De Fresas De Temporada,Jam,53.0,0.6,0.1,1.5,219.0,53.7,88.33186113564776,Medium
Bitter Orange Fine Sliced Marmalade,Jam,59.0,0.3,0.1,0.6,240.0,59.4,196.66011132962234,Medium
Confiture Framboise,Jam,37.0,0.9,0.5,2.3,160.0,38.4,41.11065432606304,Medium
Squeezy Chocolatey Topping,Jam,54.8,7.0,7.2,0.0,313.0,69.0,7.828560244913936,High
Strawberry Extra Jam,Jam,59.0,0.4,0.2,0.0,154.0,59.6,147.49631259218518,Medium
Confiture Myrtille Sauvage,Jam,41.0,0.0,0.0,2.4,169.0,41.0,4099999.9999999995,Medium
Aprikosenmarmelade,Jam,53.1,0.5,0.1,1.3,221.0,53.7,106.19787604247917,Medium
Confiture De Myrtilles Bio,Jam,35.7,0.4,0.2,2.9,154.0,36.300000000000004,89.24776880577986,Medium
Confiture Cerise Intense,Jam,39.0,0.7,0.2,1.6,164.0,39.900000000000006,55.713489807288475,Medium
Myrtille 65% De Fruit,Jam,41.0,0.0,0.0,1.6,169.0,41.0,4099999.9999999995,Medium
Confiture De Myrtille Bio 350G,Jam,42.0,0.5,0.0,2.1,178.0,42.5,83.99832003359934,Medium
Confiture Myrtille,Jam,60.0,0.5,0.3,1.5,248.0,60.8,119.99760004799906,Medium
Sweet Chilli Jam,Jam,31.7,0.6,0.27,0.0,138.6,32.57,52.832452792453466,Medium
Confitura Extra De Frutos Rojos,Jam,58.9,0.5,0.2,2.0,246.0,59.6,117.79764404711906,Medium
"Bonne Maman - Apricot And Peach French Jam, 13Oz (370G) Jar",Jam,59.0,0.4,0.1,1.1,241.0,59.5,147.49631259218518,Medium
Hazelnut Chocolate Spread,Jam,49.4,6.4,36.6,0.0,494.0,92.4,7.7187379394719695,High
Myrtille Bio,Jam,46.0,0.5,0.5,0.0,189.0,47.0,91.99816003679928,Medium
Rhubarbe Cuite Au Chaudron,Jam,43.0,0.5,0.5,0.0,179.0,44.0,85.99828003439931,Medium
Confettura Mirtilli,Jam,13.1,0.4,0.2,2.0,48.0,13.7,32.749181270468235,Low
100% Issu Des Fruits Fraise,Jam,40.0,0.8,0.6,3.2,180.0,41.4,49.999375007812404,Medium
Confiture Extra Figues De Provence,Jam,55.0,0.7,0.5,2.3,230.0,56.2,78.57030613848374,Medium
Confiture Orange Bio,Jam,60.0,0.6,0.0,0.9,247.0,60.6,99.99833336111065,Medium
Doce De Morango,Jam,14.8,0.4,0.2,0.0,52.0,15.4,36.99907502312442,Low
Classic Strawberry,Jam,60.7,0.1,0.2,1.0,252.0,61.00000000000001,606.9393060693931,Medium
Waldfrucht Fruchtaufstrich,Jam,41.0,0.6,0.4,0.0,179.0,42.0,68.33219446342562,Medium
Strawberry Jam,Jam,35.0,0.0,0.0,3.0,153.0,35.0,3499999.9999999995,Medium
Fine Cut Oxford Marmalade,Jam,61.0,0.5,0.5,0.0,250.0,62.0,121.99756004879903,Medium
Marmellata Zueg Zero Zuccheri Aggiunti Albicocche,Jam,12.0,0.5,0.1,1.9,45.0,12.6,23.99952000959981,Low
Myrtille 65% De Fruits,Jam,40.0,0.5,0.5,3.4,172.0,41.0,79.99840003199937,Medium
"Blueberry Jam, Organic",Jam,62.0,0.0,0.0,0.0,248.0,62.0,6199999.999999999,Medium
Apricot Conserve,Jam,59.0,0.5,0.1,1.1,241.0,59.6,117.99764004719907,Medium
Zero Zuccheri Aggiunti,Jam,14.8,0.4,0.1,2.1,55.0,15.3,36.99907502312442,Low
Confiture Extra Fraises De Dordogne,Jam,56.0,0.5,0.5,2.3,231.0,57.0,111.99776004479911,Medium
Sauerkirsche Fruchtaufstrich,Jam,39.0,0.6,0.3,0.0,168.0,39.9,64.99891668472193,Medium
Confiture Cœur De Myrtille,Jam,40.0,0.0,0.0,1.9,169.0,40.0,3999999.9999999995,Medium
Four Fruits Fruit Spread,Jam,50.0,0.7,0.0,2.5,200.0,50.7,71.42755103498523,Medium
Crème De Marrons À La Vanille,Jam,61.4,1.2,0.6,2.2,260.0,63.2,51.166240281330985,Medium
Confiture Fraises Et Framboises,Jam,58.0,0.5,0.1,2.0,239.0,58.6,115.99768004639908,Medium
Jelly,Jam,51.0,1.0,0.0,0.0,208.0,52.0,50.99949000509994,Medium
Orange 🍊 Citron 🍋 Pamplemousse,Jam,35.0,0.5,0.5,0.0,147.0,36.0,69.99860002799944,Medium
Confiture Fruits Rouges,Jam,58.0,0.5,0.5,1.6,235.0,59.0,115.99768004639908,Medium
Fig Jam,Jam,48.67,0.0,0.0,0.0,200.0,48.67,4867000.0,Medium
Natù Mirtilli Neri Di Bosco,Jam,22.0,0.6,0.4,2.8,100.0,23.0,36.66605556574058,Low
Jambon Simplement Bon Sans Couenne,Pork,0.5,22.0,2.8,0.5,115.0,25.3,0.02272726239669891,Medium
Herta Le Bon Paris Jambon Au Torchon Sans Nitrite X4 - 140G,Pork,0.8,21.0,2.4,0.0,108.8,24.2,0.038095219954657165,Medium
Herta Le Bon Paris Jambon À L'Étouffée X10 -425G,Pork,0.0,21.0,2.3,0.0,105.9,23.3,0.0,Medium
Herta Le Bon Paris Jambon À La Broche Sans Nitrite X4 - 140G,Pork,1.0,21.0,3.1,0.5,116.0,25.1,0.04761902494332146,Medium
Rôti De Porc - 25% De Sel*,Pork,0.9,24.0,2.5,0.0,122.1,27.4,0.03749998437500651,Medium
Carottes Râpées,Pork,6.1,1.0,4.5,2.9,82.0,11.6,6.099939000609993,Low
Herta Lardons Fumés Sel Réduit 2X75G - 150G,Pork,0.0,17.0,20.0,0.0,248.0,37.0,0.0,Medium
Jambon De Porc Torchon Sans Nitrite,Pork,0.5,21.0,2.8,0.0,111.0,24.3,0.02380951247166073,Medium
10 Crêpes Jambon Emmental,Pork,18.0,6.8,2.8,1.6,127.0,27.6,2.6470549308015725,Medium
Rôti De Porc À La Broche,Pork,0.8,23.0,3.0,0.0,122.0,26.8,0.0347825935727854,Medium
Dés D'Épaule,Pork,1.9,17.0,6.0,0.0,130.0,24.9,0.11176464013844697,Medium
Jambon Supérieur Sans Couenne,Pork,0.2,22.0,3.4,0.0,85.0,25.599999999999998,0.009090904958679565,Low
Lardons Fumés,Pork,0.7,16.0,20.0,0.0,247.0,36.7,0.04374997265626709,Medium
Saucisses Fumées,Pork,1.7,15.0,20.0,0.0,247.0,36.7,0.11333325777782814,Medium
Bordeau Chesnel Rillettes Du Mans The True,Pork,0.4,16.2,40.5,0.0,431.0,57.099999999999994,0.024691342783121743,High
Véritables Saucisses Viennoises D'Alsace,Pork,0.9,14.0,24.0,0.0,276.0,38.9,0.06428566836737974,Medium
Véritables Rillettes Du Mans,Pork,0.5,15.0,36.0,0.0,382.0,51.5,0.033333311111125925,High
Rôti De Porc,Pork,1.0,20.0,3.0,0.0,111.0,24.0,0.0499999750000125,Medium
Bacon Fumé,Pork,1.4,22.0,4.3,0.0,132.0,27.7,0.06363633471075694,Medium
"Gratin D'Endives Jambon Supérieur, Emmental",Pork,3.3,6.9,7.1,0.8,107.1,17.299999999999997,0.4782601764345269,Medium
Jambon À L'Ancienne 4 Tranches,Pork,0.3,21.0,6.7,0.0,146.0,28.0,0.014285707482996436,Medium
This Isn'T Pork Sausages,Pork,5.8,10.7,14.4,4.0,203.0,30.9,0.5420555681723662,Medium
Chorizo Doux,Pork,5.0,21.0,34.0,0.5,502.0,60.0,0.2380951247166073,High
Lacón Al Horno Lonchas,Pork,0.5,18.0,12.0,0.0,180.0,30.5,0.027777762345687587,Medium
4 Tomates Farcies,Pork,3.0,6.5,4.6,1.4,82.0,14.1,0.46153775148038234,Low
Rôti De Porc Aux Herbes,Pork,1.0,22.0,4.0,0.0,126.0,27.0,0.04545452479339782,Medium
Jamón Jugoso Cocido En Su Jugo,Pork,1.4,17.2,2.7,0.0,43.6,21.299999999999997,0.08139530151435959,Low
Frankfurters,Pork,2.0,11.14,25.14,1.4,280.0,38.28,0.1795330524837949,Medium
Herta Le Bon Paris Jambon Torchon Sel Réduit Ss Nitrite X4,Pork,1.0,21.0,2.6,0.0,111.4,24.6,0.04761902494332146,Medium
Aligot De L'Aveyron Et Saucisse De Toulouse,Pork,6.3,11.0,11.0,0.9,167.0,28.3,0.5727267520665891,Medium
Jambon Sup Dd Csn Label Rouge 4T 160G,Pork,0.6,21.0,2.1,0.0,112.0,23.700000000000003,0.028571414965992872,Medium
Riz Cantonais,Pork,22.0,5.0,5.0,1.1,155.2,32.0,4.399991200017601,Medium
Pulled Pork,Pork,2.0,18.0,7.0,0.5,144.0,27.0,0.11111104938275035,Medium
Herta Knacki Saucisses Sel Réduit Csn X6 - 210G,Pork,1.3,13.0,23.0,0.0,264.2,37.3,0.09999992307698226,Medium
Lentilles Façon Petit Salé 4/4,Pork,8.4,4.9,0.3,3.3,63.0,13.600000000000001,1.7142822157505802,Low
Herta Dés De Jambon - 2X75G,Pork,0.7,18.0,2.3,0.0,95.5,21.0,0.03888886728396262,Low
Jambon Sup Dd Tsr Csn 10T 300G,Pork,0.3,23.0,2.7,0.3,113.0,26.0,0.013043472589794526,Medium
"Saucisse De Montbéliard, Lentilles Cuisinées",Pork,7.5,8.7,8.9,3.3,152.0,25.1,0.862067974634512,Medium
Piémontaise Au Jambon,Pork,7.3,4.1,5.9,1.5,102.0,17.299999999999997,1.7804834622354582,Medium
Lardons Nature,Pork,0.8,16.7,20.0,0.0,250.0,37.5,0.04790416293163897,Medium
Knacks Porc X10 350G,Pork,1.3,15.0,19.0,0.0,674.3,35.3,0.08666660888892741,High
Jambon De Paris,Pork,0.4,21.0,3.8,0.0,120.0,25.2,0.019047609977328583,Medium
Chorizo Doux Pur Porc - 225G,Pork,4.5,20.0,42.0,0.5,477.0,66.5,0.22499988750005626,High
6 Premium Pork Sausages,Pork,1.0,14.8,19.7,0.1,241.0,35.5,0.06756752191383654,Medium
Maxi Lomo,Pork,2.2,16.2,3.5,0.0,105.0,21.9,0.1358023853071696,Medium
Cassoulet Pur Porc,Pork,8.9,7.3,4.7,3.8,115.0,20.9,1.219176412087107,Medium
Schinken,Pork,1.0,20.0,1.9,0.0,101.0,22.9,0.0499999750000125,Medium
Jambon Le Supérieur,Pork,0.5,22.0,2.8,1.0,115.0,25.3,0.02272726239669891,Medium
Rillettes Bordeau Chesnel Format Familial,Pork,0.4,16.0,40.5,0.0,431.0,56.9,0.02499998437500977,High
Jambon Supérieur Moins 25% De Sel,Pork,0.5,20.5,3.0,0.0,111.0,24.0,0.024390232004764877,Medium
Le Jambon Supérieur -25% De Sel Sans Couenne,Pork,0.5,20.8,2.6,0.0,109.0,23.900000000000002,0.024038449981514432,Medium
Cervelas,Pork,0.8,12.7,24.9,0.5,278.0,38.4,0.06299207638419184,Medium
Le Supérieur Cuit À L'Étouffée,Pork,0.6,20.0,3.4,0.0,113.0,24.0,0.0299999850000075,Medium
Pate De Porc,Pork,4.0,11.0,13.9,0.9,186.0,28.9,0.3636360330581518,Medium
Le Bon Paris Jambon Tranché Fin Sel Réduit Sans Nitrite X4,Pork,0.8,22.0,2.4,0.0,112.8,25.2,0.03636361983471826,Medium
6 Sausage Rashers,Pork,0.0,20.0,7.17,0.0,146.5,27.17,0.0,Medium
Allumettes Fumees Sup 2X100G Ranou,Pork,1.2,16.0,20.0,0.5,246.7,37.2,0.0749999531250293,Medium
Tagliatelles À La Carbonara,Pork,13.0,6.9,8.9,1.1,162.0,28.799999999999997,1.8840552404996516,Medium
Pizza Jambon Speck Gorgonzola Mozzarella,Pork,26.0,14.0,11.0,1.9,263.0,51.0,1.8571415306131924,Medium
Saucisses De Strasbourg,Pork,1.3,12.0,26.0,0.0,287.0,39.3,0.10833324305563079,Medium
Filet De Bacon,Pork,1.3,22.3,3.0,0.9,123.0,26.6,0.05829593798388431,Medium
Mon Jambon Supérieur Avec Couenne,Pork,0.6,20.0,7.4,0.0,149.0,28.0,0.0299999850000075,Medium
3 Boudins Noirs À L'Ancienne,Pork,3.0,11.0,19.0,0.0,231.0,33.0,0.2727270247936138,Medium
Knacks Porc Csn X6 210G,Pork,1.4,13.0,24.0,0.5,275.0,38.4,0.10769222485213473,Medium
2 Quiches Lorraines,Pork,18.0,11.0,18.0,1.0,273.0,47.0,1.636362148761683,Medium
Le Pâté Hénaff Bio,Pork,0.5,17.0,21.0,0.0,257.0,38.5,0.029411747404854468,Medium
Salade À La Piémontaise Au Thon,Pork,5.2,8.4,8.9,0.0,61.4,22.5,0.6190468820870452,Low
Dubai Chocolate,Turkey,51.7,11.6,30.0,3.8,531.0,93.30000000000001,4.456892709575251,High
Maxi Pavo Finas Lonchas,Turkey,6.8,12.8,0.5,0.0,53.3,20.1,0.5312495849612617,Low
Gewürzgurken Auslese,Turkey,5.6,1.0,0.1,1.5,33.0,6.699999999999999,5.599944000559994,Low
Cordon Bleu De Dinde,Turkey,14.0,14.0,8.7,2.0,194.0,36.7,0.9999992857147959,Medium
Escalope Cordon Bleu De Dinde,Turkey,16.0,13.0,9.0,2.0,201.0,38.0,1.230768284024397,Medium
Cocktail Sans Sel Ajouté,Turkey,25.0,19.0,40.0,6.4,549.0,84.0,1.3157887811637994,High
Pechuga De Pavo 60%,Turkey,4.0,14.0,1.0,0.0,81.0,19.0,0.2857140816327988,Low
Деликатесни Пуешки Гърди,Turkey,2.0,22.0,2.0,0.2,114.0,26.0,0.09090904958679565,Medium
Cococoa,Turkey,61.5,2.9,24.9,4.0,469.0,89.30000000000001,21.206823424746812,High
Blanc De Dinde Sup 4T 160G,Turkey,1.1,22.0,1.3,0.5,105.4,24.400000000000002,0.04999997727273761,Medium
Dazzling Dates,Turkey,58.67,2.33,0.67,7.67,266.7,61.67,25.180149441418706,Medium
Tomates Séchées 165G,Turkey,6.7,3.4,12.0,5.9,159.0,22.1,1.9705824394634135,Medium
Пуешки Гърди,Turkey,1.0,22.0,2.0,0.0,111.0,25.0,0.04545452479339782,Medium
Abricots Moelleux,Turkey,42.0,2.0,0.3,6.2,193.0,44.3,20.999895000524997,Medium
Fromage Fondu À Tartiner,Turkey,7.0,9.0,21.0,0.0,253.0,37.0,0.7777769135812072,Medium
Pechuga De Pavo,Turkey,0.5,20.0,1.0,0.0,100.0,21.5,0.02499998750000625,Low
Füstölt Pulykavirsli,Turkey,0.9,15.0,14.0,0.0,380.0,29.9,0.05999996000002667,High
6111242107038,Turkey,10.5,10.13,21.7,0.0,235.0,42.33,1.0365241495319353,Medium
Kalkonbryst/Kalkunbryst,Turkey,1.0,20.0,2.0,0.5,82.4,23.0,0.0499999750000125,Low
Heart Healthy Mixed Nuts,Turkey,8.0,3.0,17.0,3.0,200.0,28.0,2.666657777807407,Medium
Putenbrust,Turkey,1.0,20.0,1.2,0.0,95.0,22.2,0.0499999750000125,Low
The Taste Of Dubai,Turkey,51.7,7.7,34.0,2.8,545.0,93.4,6.714276994445462,High
Pechuga,Turkey,2.0,18.0,1.5,0.0,94.0,21.5,0.11111104938275035,Low
Paistettu Kalkkunanrinta Siivuina,Turkey,2.0,22.0,2.0,0.2,114.0,26.0,0.09090904958679565,Medium
Soft Apricots,Turkey,40.0,2.0,1.67,5.0,186.7,43.67,19.9999000005,Medium
Petto Di Tacchino,Turkey,2.5,18.0,1.5,0.0,96.0,22.0,0.13888881172843792,Low
Cordon Bleu De Poulet X2,Turkey,13.0,15.0,11.0,1.6,214.0,39.0,0.8666660888892741,Medium
Caribic Royal,Turkey,59.0,5.5,15.0,0.0,412.0,79.5,10.727253223175959,High
Jamón De Pavo,Turkey,1.5,14.0,2.5,0.0,85.0,18.0,0.10714278061229957,Low
Blanc De Dinde Hala.,Turkey,0.5,22.0,1.3,0.0,102.0,23.8,0.02272726239669891,Medium
Peito Peru,Turkey,4.7,13.0,2.3,0.0,92.3,20.0,0.3615381834321666,Low
Jambon Curcan Matache Macelaru,Turkey,0.4,18.1,3.7,0.0,107.0,22.2,0.02209943530417939,Medium
Pechuga De Pavo Braseada,Turkey,2.0,18.0,1.5,0.0,313.3,21.5,0.11111104938275035,High
Pechuga Noel,Turkey,1.67,19.33,1.67,0.0,93.3,22.67,0.08639416120322753,Low
Nuggets Pavo,Turkey,15.2,12.3,11.8,0.7,218.0,39.3,1.2357713530314203,Medium
Petto Di Tacchino Cotto Al Forno Affettato,Turkey,3.5,18.0,2.0,0.0,105.2,23.5,0.1944443364198131,Medium
Roasted Turkey Slices,Turkey,0.48,23.33,1.9,0.48,116.1,25.709999999999997,0.020574358947981593,Medium
La Vosgienne Seve De Pin,Turkey,98.0,0.1,0.1,0.0,394.0,98.19999999999999,979.9020097990201,High
Cuida-T⁺ Fatias Finas Peito De Peru,Turkey,3.5,15.0,0.5,0.0,90.0,19.0,0.23333317777788148,Low
Fesa Di Tacchino Al Forno,Turkey,3.6,18.0,1.2,0.0,93.0,22.8,0.19999988888895062,Low
Classic All Butter Mince Pies,Turkey,62.4,3.8,14.0,1.7,394.0,80.2,16.421009418396267,High
Trident Mixed Berries Flavour,Turkey,0.1,0.5,6.2,0.0,212.0,6.8,0.19999600007999843,Medium
Forno De Lenha Peito De Peru Fatias Clássicas,Turkey,3.8,16.0,1.1,0.5,89.0,20.900000000000002,0.23749985156259276,Low
Putenbrustfilet,Turkey,1.0,21.0,2.0,0.0,106.0,24.0,0.04761902494332146,Medium
Turkey Rashers Lightly Smoked,Turkey,1.2,24.2,1.6,0.0,95.8,27.0,0.04958675636910894,Low
Roasted Turkey Breast,Turkey,0.0,19.64,0.89,0.0,89.3,20.53,0.0,Low
2 Haches A Cuire A La Dinde,Turkey,1.0,19.0,4.3,0.0,119.0,24.3,0.05263155124655198,Medium
Putenbrust Mit Honig,Turkey,1.7,19.8,2.0,0.0,105.0,23.5,0.0858585424956856,Medium
Șuncă Din Pipt De Curcan 91 % Carne,Turkey,1.0,20.0,2.0,0.5,103.0,23.0,0.0499999750000125,Medium
Panés Façon Milanaise Parmesan X2,Turkey,17.0,13.0,16.0,2.3,269.0,46.0,1.3076913017759217,Medium
Burçak Milk Chocolate Biscuits,Turkey,60.3,8.1,27.0,4.3,506.0,95.39999999999999,7.444435253783638,High
Slow Roasted Turkey Breast,Turkey,1.92,19.23,0.96,0.0,96.2,22.11,0.0998439418388238,Low
Turkey Rashers,Turkey,2.0,23.2,2.0,0.0,116.0,27.2,0.0862068593935951,Medium
Jambon De Dinde Fumé,Turkey,5.3,16.6,0.6,0.0,93.0,22.500000000000004,0.31927691609824327,Low
Lardons De Volaille Fumés,Turkey,1.0,19.0,12.5,0.0,192.5,32.5,0.05263155124655198,Medium
Pechuga De Pavo Cocida 90%,Turkey,0.0,22.0,1.8,0.0,104.0,23.8,0.0,Medium
Liquids - Fraise / Citron Vert,Turkey,70.0,1.2,0.0,0.0,172.0,71.2,58.33284722627312,Medium
Pechuga Pavo Braseado,Turkey,3.0,16.0,0.5,0.0,81.0,19.5,0.18749988281257324,Low
Panés Chêvre Epinard X2,Turkey,15.0,12.0,11.0,3.0,213.0,38.0,1.2499989583342015,Medium
Petto Di Tacchino Al Forno,Turkey,2.5,18.0,1.5,0.0,96.0,22.0,0.13888881172843792,Low
Nuggets Extra Crosutillant X20,Turkey,17.0,13.0,12.0,1.8,232.0,42.0,1.3076913017759217,Medium
4 Cordons Bleus De Dinde,Turkey,15.19,11.0,16.0,0.0,242.0,42.19,1.3809078355383313,Medium
Blanc De Dinde Fumé,Turkey,0.4,22.0,2.5,0.0,113.0,24.9,0.01818180991735913,Medium
Pickles,Turkey,11.0,0.9,0.5,1.0,56.0,12.4,12.222086421261986,Low
Ülker Bol Sütlü Kare Çikolata,Turkey,57.0,7.9,30.0,2.5,537.0,94.9,7.215180740277544,High
Hazelnut Spread,Turkey,51.0,8.0,37.0,5.2,579.0,96.0,6.3749920312599615,High
Filet De Dinde,Turkey,0.7,21.0,2.5,0.5,107.0,24.2,0.033333317460325015,Medium
Пуешки Хапки,Turkey,17.7,11.5,12.5,0.0,229.0,41.7,1.5391290964094815,Medium
Figues Séchées Lerida,Turkey,59.0,3.5,1.0,0.0,272.0,63.5,16.85709469401516,Medium
Française,Turkey,15.0,11.0,14.0,1.9,234.0,40.0,1.363635123968069,Medium
Nuggets Jambon De Dinde Fromage,Turkey,19.0,8.7,13.0,4.1,236.0,40.7,2.183905535740764,Medium
Escalpe De Dinde À La Milanaise,Turkey,6.5,22.0,1.2,0.01,125.0,29.7,0.2954544111570858,Medium
Escalope  De Dinde Milanaise,Turkey,16.0,7.2,3.5,1.9,126.0,26.7,2.222219135806756,Medium
Ideal Halal Lamb Broth 76 G,Lamb,1.0,1.0,1.5,0.0,20.0,3.5,0.9999900000999989,Low
Waffle Fries,Lamb,22.0,2.7,7.5,0.0,176.0,32.2,8.148117969933445,Medium
Lamb Stock,Lamb,6.0,4.9,6.0,1.0,98.0,16.9,1.2244872969647,Low
Lamb Moussaka,Lamb,7.5,6.75,9.5,1.4,146.0,23.75,1.1111094650230149,Medium
Lamb And Vegetable Big Soup,Lamb,8.7,2.8,1.3,1.3,61.0,12.8,3.107131760243713,Low
Super Crispy Steak Cut Fries,Lamb,21.43,2.38,4.17,2.38,131.0,27.979999999999997,9.004163848051059,Medium
Lamb Rogan Josh,Lamb,4.1,11.5,6.2,1.4,121.0,21.8,0.35652142911180074,Medium
Bistro Salad,Lamb,3.2,1.8,0.0,1.4,25.0,5.0,1.7777679012894372,Low
Lamb Shanks,Lamb,3.4,19.49,7.6,0.5,161.0,30.489999999999995,0.1744483455883296,Medium
Best Lamb Gravu,Lamb,71.5,5.1,4.3,1.5,348.0,80.89999999999999,14.019580353764015,High
Ground Lamb,Lamb,0.0,17.86,19.64,0.0,258.9,37.5,0.0,Medium
Minted Lamb Kebabs,Lamb,6.08,18.65,12.43,1.49,213.5,37.16,0.326005187128586,Medium
4 Lamb Shish Kebabs,Lamb,3.47,14.67,17.07,0.67,226.7,35.21,0.2365369894090052,Medium
Lamb Mince 20% Fat,Lamb,0.1,17.2,17.4,0.1,226.0,34.7,0.005813950108168543,Medium
Massaman Style Lamb Shanks,Lamb,5.11,17.7,11.6,1.21,198.0,34.41,0.2887004018641798,Medium
Lamb Biryani,Lamb,13.8,8.8,9.4,1.4,178.0,32.0,1.5681800361590499,Medium
Lamb’S Spiced Rum,Lamb,4.4,0.0,0.0,0.0,17.2,4.4,440000.0,Low
Super Crispy Shoestring Fries,Lamb,27.38,3.57,7.14,0.0,176.5,38.089999999999996,7.669446304071977,Medium
Taste The Difference Lamb Moussaka,Lamb,8.0,5.7,9.3,0.9,141.0,23.0,1.4035063096380533,Medium
Lamb Hot Pot,Lamb,10.2,4.9,2.9,1.8,90.0,18.0,2.08162840483999,Low
Gilde Fårepølse 150G,Lamb,0.0,24.0,27.0,0.0,338.0,51.0,0.0,High
Lamb Burger,Lamb,6.2,22.0,21.0,0.0,303.0,49.2,0.2818180537190665,High
Sheperds Pie,Lamb,12.44,5.38,3.4,1.3,105.0,21.22,2.3122633601052787,Medium
Chunky Soup Lamb & Veg,Lamb,8.5,3.7,1.5,1.6,65.5,13.7,2.2972910884024635,Low
Mediterranean Lamb Stew,Lamb,5.9,6.1,4.4,1.9,94.0,16.4,0.9672115291614278,Low
Minted Lamb Burgers,Lamb,2.0,21.3,19.7,0.5,272.0,43.0,0.09389666953208003,Medium
Spicy Lamb Merguez Sausages,Lamb,1.3,18.2,16.5,0.0,168.7,36.0,0.07142853218212518,Medium
Weston Seasoned Skin On Wedges,Lamb,20.0,2.5,6.1,2.3,150.0,28.6,7.999968000127999,Medium
Potato Dippers,Lamb,22.0,1.9,4.8,2.0,143.0,28.7,11.578886426913543,Medium
British Lamb Mince,Lamb,0.0,1.0,20.0,0.0,245.0,21.0,0.0,Medium
Crispy Hash Brown Dices,Lamb,24.1,1.2,4.22,0.0,92.3,29.52,20.083165973616886,Low
Lamb Weston Stealth Fries,Lamb,24.0,2.2,6.5,3.1,168.0,32.7,10.909041322539442,Medium
The Grill Lamb Burgers,Lamb,5.2,15.3,21.0,0.0,276.0,41.5,0.33986905890911184,Medium
Frozen Lamb Mince,Lamb,0.5,0.16,20.0,0.0,254.0,20.66,3.124804699706268,Medium
"Crucials Mint Sauce Rich&Fragrant, Ideal For Lamb",Lamb,13.8,0.8,0.3,1.2,63.0,14.900000000000002,17.24978437769528,Low
Hverdagslam,Lamb,0.0,18.0,20.0,0.0,252.0,38.0,0.0,Medium
Plant-Based Succulent Greek Lamb Style Strips,Lamb,11.3,20.6,9.5,0.9,114.0,41.400000000000006,0.5485434230371733,Medium
Lamb And Mint Gravy,Lamb,3.0,0.5,2.1,0.5,32.0,5.6,5.999880002399952,Low
Minted Lamb Shoulder,Lamb,2.6,23.9,30.1,0.0,377.0,56.6,0.10878656536126974,High
This Isn’T Lamb Kebabs,Lamb,5.7,14.0,15.0,3.2,209.0,34.7,0.40714256632673834,Medium
Garlic And Herb Lamb Mini Meatballs,Lamb,3.8,18.0,20.0,0.5,265.0,41.8,0.21111099382722565,Medium
Lamb Leg Steaks,Lamb,0.5,23.5,12.2,0.5,206.0,36.2,0.021276586690814173,Medium
Beetroot Salad,Lamb,4.8,2.0,0.3,1.3,25.0,7.1,2.3999880000599996,Low
Slow Cooked Mint Gravy Lamb Shank,Lamb,5.8,22.8,9.8,0.5,204.0,38.400000000000006,0.254385853339538,Medium
Lamb & Mint Kebabs,Lamb,5.89,12.89,12.83,0.39,191.1,31.61,0.4569430124569337,Medium
New Zealand Lamb Chops (8),Lamb,0.0,17.6,23.0,0.0,277.0,40.6,0.0,Medium
Vegetarian Quick Cook Lamb Steaks,Lamb,8.2,16.0,15.0,1.7,232.0,39.2,0.5124996796877002,Medium
