Food_Item,Category,Carbohydrates_g,Protein_g,Fat_g,Fiber_g,Calories
Sushi Ingwer,Sushi,14.0,0.0,0.5,1.2,61.0
Classic Vegetable Sushi,Sushi,26.6,3.21,2.88,1.73,148.7
Seasoning For Sushi Rice,Sushi,38.0,0.0,0.0,0.0,166.0
Sojasauce Sushi,Sushi,8.8,8.2,0.0,0.0,82.0
Sushi Ginger,Sushi,14.0,0.0,0.5,1.1,61.0
Riz Sushi,Sushi,78.5,6.4,1.0,1.0,350.6
Sushi Reis Original,Sushi,79.0,6.3,0.5,1.0,348.0
Sushi Blätter,Sushi,30.0,49.0,5.3,0.0,457.1
Salmon & Prawn Sushi Selection,Sushi,30.6,5.1,3.0,0.9,172.0
Fried Onions,Sushi,40.0,6.0,44.0,0.0,590.0
Gingembre Pour Sushi,Sushi,19.0,3.3,6.2,1.2,147.0
Onigiri Saumon Fromage Frais,Sushi,20.0,4.3,2.8,0.0,157.0
Handroll Katsu,Sushi,28.0,4.6,3.8,0.0,163.0
Sushi Box Sapporo,Sushi,21.6,5.5,3.2,0.0,139.0
Crispy Salmon Dragon Rolls,Sushi,25.0,4.8,5.9,0.8,173.3
Gingembre Rose Sushi Cock,Sushi,0.83,0.19,0.24,0.85,8.0
Yaki Nori For Sushi Sheets,Sushi,36.6,44.4,4.7,1.9,277.2
Onigiri Thon Mayo Spicy,Sushi,28.0,6.0,6.3,0.0,192.0
Duck Poke,Sushi,29.17,3.82,1.91,0.69,150.0
Sushi Mayonaise,Sushi,27.0,0.0,13.0,0.0,226.0
Sweet Sushi Sauce Soja,Sushi,50.0,6.0,0.0,0.0,226.0
Vinaigre De Riz Pour Sushi,Sushi,3.8,0.0,0.0,0.0,15.0
Riz Pour Sushi,Sushi,78.0,6.1,0.9,0.0,348.0
Sushi Nori 11G Blue Dragon,Sushi,41.0,46.1,0.1,0.0,348.0
Premium Sushi Rice,Sushi,78.0,7.0,0.7,1.0,348.0
Box Full Saumon,Sushi,27.0,5.2,5.0,0.0,175.0
La Box Du Mois,Sushi,23.0,5.3,4.6,0.0,156.0
Riz À Sushi,Sushi,78.0,6.7,1.1,0.5,350.0
Kikkoman Seasoning For Sushi Rice | Gluten Free,Sushi,38.0,0.0,0.0,0.0,167.0
Salmon Poke,Sushi,22.0,5.0,3.6,1.1,141.0
Bento Sushi,Sushi,18.0,7.0,5.0,0.0,120.0
Kit Sushi,Sushi,31.3,4.6,0.0,1.7,147.0
Sauce De Soja Pour Sushi,Sushi,4.6,7.2,0.0,0.0,47.0
Algues Grillees Sushi Nori,Sushi,43.0,45.0,0.0,0.0,352.0
Organic Sushi Nori,Sushi,35.71,35.71,0.0,0.0,357.1
Sushi,Sushi,24.0,4.9,5.5,0.0,169.0
Sushi Box Miyagi,Sushi,26.0,5.9,5.1,0.0,174.0
Vegan Super Selection,Sushi,25.71,3.13,1.6,1.79,133.9
Sushi Set,Sushi,21.1,4.3,3.3,2.0,134.0
Korean Style Chicken Dragon Roll,Sushi,26.24,6.57,4.78,1.57,315.0
Box California Avocado,Sushi,25.0,6.0,6.4,0.0,186.0
Chicken Katsu Lovers,Sushi,20.89,8.22,5.82,0.99,172.2
Poulet Frit Coréen,Sushi,32.0,5.5,5.2,0.0,197.0
Riz Spécial Sushis,Sushi,78.0,7.5,0.6,0.0,352.0
Algues Grillées Sushi Nori,Sushi,43.5,43.5,0.0,0.0,348.0
Roll Kip Shi Da Poulet 25 Kip Crunch Ro Debalken K,Sushi,22.0,5.7,10.0,0.0,206.0
Salade D’Algue,Sushi,13.0,1.4,3.8,0.0,96.0
Salade De Choux Japonais,Sushi,28.0,1.1,5.6,0.0,168.0
Riz Vinaigré,Sushi,30.0,2.1,0.5,1.5,133.0
Haruka Japanese Style Rice For Sushi 2 X (1Kg),Sushi,76.3,6.9,0.6,1.3,345.0
Sushi Nori Imp,Sushi,29.9,49.2,5.3,29.9,364.0
9 California Thon Mayonnaise,Sushi,22.0,5.3,6.3,0.0,168.0
Soy Sauce Gluten Free,Sushi,3.8,6.5,0.0,0.0,42.0
California Saumon Et Suhis Saumon,Sushi,22.0,6.2,3.9,0.0,149.0
Spicy Mayo,Sushi,10.0,0.9,31.0,0.0,323.0
Sushi 4 You,Sushi,22.0,5.5,4.0,0.0,147.0
Sushis Box 10 Pièces,Sushi,27.0,6.5,6.1,2.0,195.0
Riz Pour Sushis,Sushi,81.0,5.8,0.8,0.0,353.0
Smoked Salmon Sushi Snack,Sushi,26.0,5.7,2.5,1.0,151.0
Sushi Philadelphia,Sushi,39.8,6.9,0.3,0.0,79.8
Sushireis,Sushi,77.0,6.3,0.9,0.0,345.0
Vegan Sushi Selection,Sushi,27.07,2.63,0.38,1.58,121.8
La Box Du Mois Sushi Saumon Laqué X 3 + Mali Thon Cuit Mayonnaise Et X 4 + California Végétarien Oignons Frits X 4 + Maki Saumon X 4,Sushi,22.0,5.2,5.0,0.0,155.0
Wasabi,Sushi,39.0,3.8,9.2,0.0,255.0
Sushi Mayonnaise,Sushi,27.0,0.0,13.0,0.0,226.0
Veggie Sushi,Sushi,26.0,3.4,2.6,1.5,146.0
Classic Veggie Sushi,Sushi,23.9,2.6,2.1,1.1,127.0
Veggie Snack Rolls Sushi,Sushi,23.14,2.57,2.71,1.0,130.0
Yuriko Sushi,Sushi,24.0,5.0,2.9,0.7,145.0
Sushi Nori,Sushi,35.0,35.0,0.0,0.0,309.0
Ginger People Ginger Sushi Pickled,Sushi,20.0,0.0,0.0,0.0,20.0
Chirashi Mariné,Sushi,15.68,6.9,7.56,0.0,159.0
Chirashi Marine Saumon,Sushi,18.0,6.9,6.1,0.0,156.0
Crunch Salmone Roll,Sushi,22.0,5.5,12.0,1.4,221.0
